id,session_num,su_num,time_clip_start,time_clip_end,time_start,time_end,place,place_raw,scale,journey,scale_order
153,2.0,145.0,1:05:42,1:06:31,1900-01-01 02:28:44,1900-01-01 02:29:33,"Montreal, Canada",Montreal; Canada,city / area,null,4
154,2.0,146.0,1:06:31,1:06:46,1900-01-01 02:29:33,1900-01-01 02:29:48,_end,none,null,null,8
155,2.0,147.0,1:06:46,1:09:48,1900-01-01 02:29:48,1900-01-01 02:32:50,_end,none,null,null,8
156,2.0,148.0,1:09:48,1:12:34,1900-01-01 02:32:50,1900-01-01 02:35:36,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,null,4
157,2.0,149.0,1:12:34,1:12:39,1900-01-01 02:35:36,1900-01-01 02:35:41,_end,none,null,null,8
158,2.0,150.0,1:12:39,1:13:24,1900-01-01 02:35:41,1900-01-01 02:36:26,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,null,4
159,2.0,151.0,1:13:24,1:13:39,1900-01-01 02:36:26,1900-01-01 02:36:41,_end,none,null,null,8
160,2.0,152.0,1:13:39,1:15:47,1900-01-01 02:36:41,1900-01-01 02:38:49,Haiti,Haiti,country,null,6
161,2.0,153.0,1:15:47,1:15:57,1900-01-01 02:38:49,1900-01-01 02:38:59,_end,none,null,null,8
162,2.0,154.0,1:15:57,1:18:25,1900-01-01 02:38:59,1900-01-01 02:41:27,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,null,4
163,2.0,155.0,1:18:25,1:18:49,1900-01-01 02:41:27,1900-01-01 02:41:51,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,null,4
164,2.0,156.0,1:18:49,1:18:55,1900-01-01 02:41:51,1900-01-01 02:41:57,_end,none,null,null,8
165,2.0,157.0,1:18:55,1:19:33,1900-01-01 02:41:57,1900-01-01 02:42:35,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,null,4
166,2.0,158.0,1:19:33,1:19:37,1900-01-01 02:42:35,1900-01-01 02:42:39,_end,none,null,null,8
167,2.0,159.0,1:19:37,1:20:14,1900-01-01 02:42:39,1900-01-01 02:43:16,_end,none,null,null,8
168,2.0,160.0,1:20:14,1:20:18,1900-01-01 02:43:16,1900-01-01 02:43:20,_end,none,null,null,8
169,2.0,161.0,1:20:18,1:21:59,1900-01-01 02:43:20,1900-01-01 02:45:01,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,null,4
170,2.0,162.0,1:21:59,1:22:08,1900-01-01 02:45:01,1900-01-01 02:45:10,_end,none,null,null,8
171,2.0,163.0,1:22:08,1:24:12,1900-01-01 02:45:10,1900-01-01 02:47:14,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,null,4
172,2.0,164.0,1:24:12,1:24:57,1900-01-01 02:47:14,1900-01-01 02:47:59,"Fort-Dimanche, Port-au-Prince, Haiti",Fort-Dimanche; Port-au-Prince; Haiti,very local,null,2
173,2.0,165.0,1:24:57,1:25:53,1900-01-01 02:47:59,1900-01-01 02:48:55,"Pétionville, Haiti",Pétionville; Haiti,local,null,3
174,2.0,166.0,1:25:53,1:26:03,1900-01-01 02:48:55,1900-01-01 02:49:05,"Pétionville, Haiti",Pétionville; Haiti,local,null,3
175,2.0,167.0,1:26:03,1:26:42,1900-01-01 02:49:05,1900-01-01 02:50:18,"Institut George Marc, Port-au-Prince, Haiti; Route des Dalles, Port-au-Prince, Haiti; Rue Lalue, Port-au-Prince, Haiti; Pétionville, Haiti",Institut George Marc; Port-au-Prince; Haiti,journey,journey 3 (start),1
179,2.0,171.0,1:27:16,1:29:39,1900-01-01 02:50:18,1900-01-01 02:52:41,"Pétionville, Haiti",Pétionville; Haiti; Port-au-Prince,local,null,3
180,null,null,null,null,1900-01-01 02:50:18,1900-01-01 02:52:41,"Port-au-Prince, Haiti",null,city / area,null,4
181,2.0,172.0,1:29:39,1:30:00,1900-01-01 02:52:41,1900-01-01 02:53:02,"Pétionville, Haiti",Pétionville; Haiti,local,null,3
